PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,Population<br>Served Count,Number of Facilities,Number of Violations,Number of Site Visits
IA5758201,P & K MIDWEST (MT VERNON),Non-Transient non-community system,Ground water,Linn,MOUNT VERNON,82,6,8,6
IA9233501,PATHWAY CHRISTIAN SCHOOL,Non-Transient non-community system,Ground water,Washington,KALONA,75,6,17,10
IA8222174,PETERSEN PROPERTIES,Non-Transient non-community system,Ground water,Scott,DAVENPORT,425,11,12,9
IA4509501,PINE GROVE MENNONITE SCHOOL,Non-Transient non-community system,Ground water,Howard,CHESTER,48,6,17,7
IA5751102,PIONEER HI BRED MARION RESEARCH,Non-Transient non-community system,Ground water,Linn,MARION,44,6,0,4
IA1636101,PIONEER HI-BRED DURANT PLANT,Non-Transient non-community system,Ground water,Cedar,DURANT,134,5,12,11
IA3907801,POET BIOREFINING (COON RAPIDS),Non-Transient non-community system,Ground water,Guthrie,BAYARD,57,9,16,8
IA1025202,POET BIOREFINING -  FAIRBANK LLC,Non-Transient non-community system,Ground water,Buchanan,FAIRBANK,62,6,2,7
IA9830202,"POET BIOREFINING-HANLONTOWN, LLC",Non-Transient non-community system,Ground water,Worth,HANLONTOWN,45,9,0,8
IA1286801,POET BIOREFINING-SHELL ROCK LLC,Non-Transient non-community system,Ground water,Butler,SHELL ROCK,70,5,0,6
IA2254102,"PRAIRIE FARMS DAIRY, INC.",Non-Transient non-community system,Ground water,Clayton,LUANA,150,8,3,9
IA4641128,PRECISION PULLEY AND IDLER-HUMBOLDT,Non-Transient non-community system,Ground water,Humboldt,HUMBOLDT,125,6,4,10
IA9926102,PRESTAGE FARMS INC,Non-Transient non-community system,Ground water,Wright,EAGLE GROVE,750,11,0,2
IA1044101,PRINSCO INC,Non-Transient non-community system,Ground water,Buchanan,JESUP,95,11,1,1
IA2326108,RAIL ONE USA,Non-Transient non-community system,Ground water,Clinton,CLINTON,70,5,1,3
IA1170101,REMBRANDT ENTERPRISES INC (REMBRANDT),Non-Transient non-community system,Ground water,Buena Vista,REMBRANDT,199,27,3,7
IA5475101,RESPONSIBLE TRANSPORTATION LLC,Non-Transient non-community system,Ground water,Keokuk,SIGOURNEY,25,15,7,8
IA1684101,RIVER VALLEY COOPERATIVE,Non-Transient non-community system,Ground water,Cedar,SUNBURY,30,4,0,1
IA1811102,RJ THOMAS MANUFACTURING CO INC,Non-Transient non-community system,Ground water,Cherokee,CHEROKEE,75,11,5,4
IA3126590,SAGEVILLE ELEMENTARY SCHOOL,Non-Transient non-community system,Ground water,Dubuque,SAGEVILLE,310,8,7,8
IA9580801,SCARVILLE LUTHERAN CHURCH,Non-Transient non-community system,Ground water,Winnebago,SCARVILLE,95,4,1,11
IA1694562,SCATTERGOOD FRIENDS SCHOOL,Non-Transient non-community system,Ground water,Cedar,WEST BRANCH,100,11,19,12
IA9630206,SEED SAVERS EXCHANGE,Non-Transient non-community system,Ground water,Winneshiek,DECORAH,100,11,11,9
IA5221501,SHARON BETHEL CHURCH/SCHOOL,Non-Transient non-community system,Ground water,Johnson,KALONA,195,5,10,8
IA5280801,SHUEYVILLE UNITED METHODIST CHURCH,Non-Transient non-community system,Ground water,Johnson,SHUEYVILLE,410,8,24,9
IA7038101,SSAB IOWA INC,Non-Transient non-community system,Ground water,Muscatine,MONTPELIER,760,20,2,9
IA5343815,ST JOHNS LUTHERAN CHURCH,Non-Transient non-community system,Ground water,Jones,MONTICELLO,157,8,37,8
IA3126594,ST JOSEPHS PARISH,Non-Transient non-community system,Ground water,Dubuque,DUBUQUE,76,7,10,8
IA3307571,STARMONT COMMUNITY SCHOOL DISTRICT,Non-Transient non-community system,Ground water,Clayton,STRAWBERRY POINT,742,13,7,9
IA5240101,SYNGENTA SEEDS LLC,Non-Transient non-community system,Ground water,Johnson,LONE TREE,58,9,17,10
IA0398801,TASC INC.,Non-Transient non-community system,Ground water,Allamakee,WAUKON,70,6,4,7
IA7820502,THE LEARNING JOURNEY,Non-Transient non-community system,Ground water,Pottawattamie,COUNCIL BLUFFS,85,5,1,6
IA7820560,THE LEARNING JOURNEY II,Non-Transient non-community system,Ground water,Pottawattamie,COUNCIL BLUFFS,85,6,0,4
IA8285200,TRUCKOMAT CORPORATION,Non-Transient non-community system,Ground water,Scott,WALCOTT,"1,794",12,5,10
IA9661531,TURKEY VALLEY COMMUNITY SCHOOL,Non-Transient non-community system,Ground water,Winneshiek,JACKSON JUNCTION,490,9,12,9
IA5815101,TYSON FRESH MEATS INC (COLUMBUS JCT),Non-Transient non-community system,Ground water,Louisa,COLUMBUS JUNCTION,"1,200",16,13,10
IA2561101,TYSON FRESH MEATS INC (PERRY PLANT),Non-Transient non-community system,Ground water,Dallas,PERRY,"1,200",8,12,6
IA5758101,US NAMEPLATE COMPANY INC,Non-Transient non-community system,Ground water,Linn,MOUNT VERNON,40,9,27,4
IA5540101,VALERO LAKOTA PLANT,Non-Transient non-community system,Ground water,Kossuth,LAKOTA,65,11,11,9
IA1545101,VERMEER (GRISWOLD),Non-Transient non-community system,Ground water,Cass,LYMAN,36,6,14,8
IA7820207,WABASH GREENHOUSE,Non-Transient non-community system,Ground water,Pottawattamie,COUNCIL BLUFFS,42,7,1,2
IA1037103,"WAPSIE VALLEY CREAMERY, INC.",Non-Transient non-community system,Ground water,Buchanan,INDEPENDENCE,60,13,8,9
IA7073834,WEST LIBERTY FOODS,Non-Transient non-community system,Ground water,Muscatine,WEST LIBERTY,925,11,21,9
IA7820401,WESTFAIR,Non-Transient non-community system,Ground water,Pottawattamie,COUNCIL BLUFFS,238,10,45,8
IA9855202,WORTH CO INTERCHANGE 214 WATER SUPPLY,Non-Transient non-community system,Ground water,Worth,NORTHWOOD,"3,850",12,8,14
IA9926103,WRIGHT COUNTY AGRIBUSINESS PARK,Non-Transient non-community system,Ground water,Wright,EAGLE GROVE,25,6,0,1
IA1393001,YETTER MUNICIPAL WATER SUPPLY,Non-Transient non-community system,Ground water,Calhoun,YETTER,25,6,2,10
IA1750203,ZIEGLER CAT (MASON CITY),Non-Transient non-community system,Ground water,Cerro Gordo,MASON CITY,50,7,10,10
IA9909305,2ND PLEASANT VIEW SUBDIVISION,Transient non-community system,Ground water,Wright,CLARION,47,5,28,22
IA0690201,380 BP (WALFORD),Transient non-community system,Ground water,Linn,WALFORD,506,6,14,15
IA5285201,380BP SWISHER,Transient non-community system,Ground water,Johnson,SWISHER,258,6,11,22
IA2328801,61 DRIVE-IN THEATRE,Transient non-community system,Ground water,Clinton,DELMAR,27,7,13,7
IA3420499,ACKLEY CREEK PARK,Transient non-community system,Ground water,Floyd,MARBLE ROCK,30,4,12,20
IA6673201,ACORN PARK GOLF & COUNTRY CLUB,Transient non-community system,Ground water,Mitchell,SAINT ANSGAR,52,6,3,23
IA7836201,AEROPLANE INN,Transient non-community system,Ground water,Pottawattamie,HONEY CREEK,25,4,32,9
IA1716802,AGAPE CHRISTIAN FAMILY CHURCH,Transient non-community system,Ground water,Cerro Gordo,CLEAR LAKE,208,6,8,16
IA9203760,AINSWORTH 4 CORNERS RESTAURANT,Transient non-community system,Ground water,Washington,AINSWORTH,400,11,20,11
IA3151201,AIRLINE INN,Transient non-community system,Ground water,Dubuque,DUBUQUE,53,5,4,9
IA1970410,AIRPORT LAKE PARK-CHICKASAW CCB,Transient non-community system,Ground water,Chickasaw,NEW HAMPTON,124,6,16,20
IA5715202,AIRPORT NATIONAL PUBLIC GOLF COMPLEX,Transient non-community system,Ground water,Linn,CEDAR RAPIDS,260,8,12,17
IA3183401,ALBRECHT ACRES,Transient non-community system,Ground water,Dubuque,SHERRILL,27,8,9,8
IA5704401,ALBURNETT COMMUNITY SCHOOL DISTRICT,Transient non-community system,Ground water,Linn,ALBURNETT,500,6,3,9
IA0908901,ALCOCK PARK,Transient non-community system,Ground water,Bremer,FREDERIKA,25,8,3,18
IA5502832,ALGONA COUNTRY CLUB,Transient non-community system,Ground water,Kossuth,ALGONA,47,8,37,24
IA0300901,ALLAMAKEE CO PUBLIC SAFETY CENTER,Transient non-community system,Ground water,Allamakee,WAUKON,49,9,16,8
IA8500301,ALLUVIAL BREWING COMPANY,Transient non-community system,Ground water,Story,AMES,100,8,14,2
IA2326206,ALMONT TAP LLC,Transient non-community system,Ground water,Clinton,CLINTON,104,4,6,9
IA5502944,AMBROSE A CALL STATE PARK,Transient non-community system,Ground water,Kossuth,ALGONA,63,9,9,21
IA5285205,AMERICAN LEGION - SWISHER POST #671,Transient non-community system,Ground water,Johnson,SWISHER,100,6,36,25
IA2232776,ANCHOR INN (GARBER),Transient non-community system,Ground water,Clayton,GARBER,35,8,65,11
IA3070601,ANGLERS BAY RESORT,Transient non-community system,Ground water,Dickinson,SPIRIT LAKE,150,5,10,9
IA5225213,APEX COMMERCIAL PARK,Transient non-community system,Ground water,Johnson,IOWA CITY,29,4,0,4
IA7470816,APOSTOLIC CHRISTIAN CHURCH,Transient non-community system,Ground water,Kossuth,WEST BEND,200,6,3,4
IA5595801,APOSTOLIC CHRISTIAN FAITH OF WEST BEND,Transient non-community system,Ground water,Kossuth,WEST BEND,50,6,0,5
IA5307801,APOSTOLIC CHURCH,Transient non-community system,Ground water,Jones,ANAMOSA,200,6,15,15
IA8245201,ARGO CORNERS LLC,Transient non-community system,Ground water,Scott,LE CLAIRE,62,6,20,18
IA1509501,ATLANTIC HEAD START,Transient non-community system,Ground water,Cass,ATLANTIC,25,5,4,9
IA5786890,AUNT DHARMA'S SANDBAR ON THE WAPSI LLC,Transient non-community system,Ground water,Linn,TROY MILLS,27,8,160,17
IA2279854,BACKBONE GOLF AND COUNTRY CLUB,Transient non-community system,Ground water,Delaware,STRAWBERRY POINT,64,6,16,21
IA2821906,BACKBONE STATE PARK,Transient non-community system,Ground water,Delaware,DUNDEE,25,28,21,19
IA2839910,BAILEYS FORD PARK - DELAWARE CCB,Transient non-community system,Ground water,Delaware,MANCHESTER,55,6,8,21
IA3109086,BANKSTON PUBLIC WATER SYSTEM,Transient non-community system,Ground water,Dubuque,BANKSTON,43,7,22,9
IA0709209,BARN HAPPY,Transient non-community system,Ground water,Black Hawk,CEDAR FALLS,39,6,4,15
IA9609774,BARNEYS BAR AND GRILL,Transient non-community system,Ground water,Winneshiek,BURR OAK,35,6,21,23
IA0330204,BARRYS MINI MART,Transient non-community system,Ground water,Allamakee,HARPERS FERRY,27,5,0,4
IA5758202,BASS FARMS LLC,Transient non-community system,Ground water,Linn,MOUNT VERNON,39,4,0,0
IA2509202,BEACH GIRLS BAR,Transient non-community system,Ground water,Dallas,WEST DES MOINES,155,6,26,6
IA1281201,BEAVER MEADOWS COUNTRY CLUB,Transient non-community system,Ground water,Butler,PARKERSBURG,25,6,15,19
IA3544931,BEEDS LAKE STATE PARK SOUTH,Transient non-community system,Ground water,Franklin,HAMPTON,102,6,13,21
IA1716418,BELL HARBOR,Transient non-community system,Ground water,Cerro Gordo,CLEAR LAKE,352,10,17,15
IA6525205,BELLA TERRE VINEYARD & RECEPTION HALL,Transient non-community system,Ground water,Mills,GLENWOOD,250,5,0,0
IA4910201,BELLEVUE GOLF CLUB,Transient non-community system,Ground water,Jackson,BELLEVUE,64,6,17,8
IA4910939,BELLEVUE STATE PK NORTH-NELSON UNIT,Transient non-community system,Ground water,Jackson,BELLEVUE,208,6,6,9
IA4910940,BELLEVUE STATE PK SOUTH-DYAS UNIT,Transient non-community system,Ground water,Jackson,BELLEVUE,158,6,2,9
IA3130201,BIG HOUSE,Transient non-community system,Ground water,Delaware,PETERSBURG,27,6,78,17
IA3342890,BIG ROCK COUNTRY CLUB,Transient non-community system,Ground water,Fayette,FAYETTE,52,6,118,21
IA9630403,BIG SPRINGS WELL,Transient non-community system,Ground water,Winneshiek,DECORAH,25,5,2,22
IA8503202,BIG WIGS BAR,Transient non-community system,Ground water,Boone,AMES,109,7,7,4
IA5285203,BLACK SQUIRREL TAP,Transient non-community system,Ground water,Johnson,SWISHER,25,5,37,22
IA1509201,BLUEBIRD HILL,Transient non-community system,Ground water,Cass,ATLANTIC,150,4,0,0
IA4950794,BLUFF LAKE CATFISH FARM,Transient non-community system,Ground water,Jackson,MAQUOKETA,125,6,13,8
IA9630773,BLUFFTON STORE,Transient non-community system,Ground water,Winneshiek,DECORAH,60,8,80,22
IA4535201,BODENSTEINER IMPL (LS),Transient non-community system,Ground water,Howard,LIME SPRINGS,43,8,7,18
IA1970206,BODENSTEINER IMPLEMENT INC (NH),Transient non-community system,Ground water,Chickasaw,NEW HAMPTON,60,5,4,18
IA1080201,BODENSTEINER IMPLEMENT OF ROWLEY,Transient non-community system,Ground water,Buchanan,ROWLEY,30,6,5,16
IA4070201,BOONDOCKS DBA JAY BROS TRUCK STOP,Transient non-community system,Ground water,Hamilton,WILLIAMS,610,13,219,21
IA1967222,BRADFORD HOUSE,Transient non-community system,Ground water,Chickasaw,NASHUA,50,6,35,21
IA3183724,BREITBACH COUNTRY DINING,Transient non-community system,Ground water,Dubuque,SHERRILL,150,6,7,8
IA0345403,BROKEN PADDLE LODGE & RV PARK LLC,Transient non-community system,Ground water,Allamakee,LANSING,75,16,0,1
IA2322202,BS GENERAL STORE LLC,Transient non-community system,Ground water,Clinton,CAMANCHE,27,6,35,8
IA5720975,BUFFALO CREEK - HICKORY HILL,Transient non-community system,Ground water,Linn,MARION,25,7,27,14
IA3423801,BUFFALO RUN GOLF CLUB,Transient non-community system,Ground water,Cerro Gordo,NORA SPRINGS,51,5,26,23
IA4929901,BULGERS HOLLOW RECREATION AREA,Transient non-community system,Ground water,Clinton,CLINTON,77,7,16,10
IA0690202,BULLYS ANGLE INN,Transient non-community system,Ground water,Benton,WALFORD,42,6,0,22
IA9609874,BURR OAK LUTHERAN CHURCH,Transient non-community system,Ground water,Winneshiek,BURR OAK,50,7,5,9
IA5502728,BURR OAK MOTEL,Transient non-community system,Ground water,Kossuth,ALGONA,46,5,4,24
IA7052203,BURTS TAVERN,Transient non-community system,Ground water,Muscatine,NICHOLS,32,6,13,8
IA4260401,CALKINS NATURE CENTER,Transient non-community system,Ground water,Hardin,IOWA FALLS,27,8,4,18
IA8215448,CAMP ABE LINCOLN,Transient non-community system,Ground water,Scott,BLUE GRASS,210,6,72,17
IA1769419,CAMP AT THE WOODS,Transient non-community system,Ground water,Cerro Gordo,MASON CITY,69,5,24,23
IA2809812,CAMP C S KLAUS BOY SCOUT CAMP,Transient non-community system,Ground water,Clayton,COLESBURG,152,7,27,6
IA5343413,CAMP COURAGEOUS 2,Transient non-community system,Ground water,Jones,MONTICELLO,56,6,60,19
IA5343408,CAMP COURAGEOUS OF IOWA,Transient non-community system,Ground water,Jones,MONTICELLO,155,21,28,16
IA2279960,CAMP EWALU - CEDAR LODGE,Transient non-community system,Ground water,Clayton,STRAWBERRY POINT,100,22,20,8
IA2279403,CAMP EWALU - POOL,Transient non-community system,Ground water,Clayton,STRAWBERRY POINT,27,6,9,7
IA0990401,CAMP INGAWANIS-MAPLE WELL,Transient non-community system,Ground water,Bremer,WAVERLY,402,15,16,20
IA0990402,CAMP INGAWANIS-RANGER WELL,Transient non-community system,Ground water,Bremer,WAVERLY,150,5,12,19
IA5282802,CAMP IODISECA,Transient non-community system,Ground water,Johnson,SOLON,25,9,24,23
IA8264446,CAMP LIBERTY,Transient non-community system,Ground water,Scott,NEW LIBERTY,150,19,55,21
IA3133478,CAMP LITTLE CLOUD,Transient non-community system,Ground water,Dubuque,EPWORTH,55,6,4,8
IA0890490,CAMP MITIGWA,Transient non-community system,Ground water,Boone,BOONE,300,17,43,9
IA4950401,CAMP SHALOM,Transient non-community system,Ground water,Jackson,MAQUOKETA,120,15,75,7
IA5715401,CAMP TANAGER,Transient non-community system,Ground water,Linn,CEDAR RAPIDS,150,8,14,13
IA1716417,CAMP TANGLEFOOT,Transient non-community system,Ground water,Cerro Gordo,CLEAR LAKE,25,11,6,22
IA5396409,CAMP WYOMING,Transient non-community system,Ground water,Jones,WYOMING,191,10,20,17
IA1228803,"CARD, INC.",Transient non-community system,Ground water,Butler,CLARKSVILLE,50,6,16,20
IA5307501,CARLSON COLLEGE OF MASSAGE THERAPY,Transient non-community system,Ground water,Jones,ANAMOSA,27,4,2,11
IA6616772,CARPENTER BAR/GRILL,Transient non-community system,Ground water,Mitchell,CARPENTER,52,5,64,25
IA5857201,CASEYS #3449,Transient non-community system,Ground water,Louisa,MORNING SUN,715,7,12,8
IA5322201,CASEYS GENERAL STORE  (ANAMOSA),Transient non-community system,Ground water,Jones,FAIRVIEW,"1,215",5,33,16
IA7052205,CASEYS STORE (NICHOLS) #2472,Transient non-community system,Ground water,Muscatine,NICHOLS,603,5,12,7
IA5715744,CED REL SUPPER CLUB AND MOTEL,Transient non-community system,Ground water,Linn,CEDAR RAPIDS,103,7,68,13
IA3003401,CEDAR RIDGE CAMPGROUND,Transient non-community system,Ground water,Dickinson,ARNOLDS PARK,186,5,0,1
IA3405895,CEDAR RIDGE GOLF COURSE,Transient non-community system,Ground water,Floyd,CHARLES CITY,316,6,42,23
IA5285210,CEDAR RIDGE VINEYARDS,Transient non-community system,Ground water,Johnson,SWISHER,470,4,17,13
IA1689411,CEDAR RIVER CAMPGROUND,Transient non-community system,Ground water,Cedar,TIPTON,33,7,33,9
IA3405202,CEDAR RIVER HARLEY DAVIDSON,Transient non-community system,Ground water,Floyd,CHARLES CITY,33,6,15,11
IA1074401,CEDAR ROCK VISITORS CENTER,Transient non-community system,Ground water,Buchanan,QUASQUETON,107,9,15,20
IA3414494,CEDAR SPRINGS CAMP,Transient non-community system,Ground water,Floyd,FLOYD,39,7,16,23
IA0790202,CEDAR VALLEY ARBORETUM & BOTANICAL GRDNS,Transient non-community system,Ground water,Black Hawk,WATERLOO,56,6,1,15
IA5715213,CEDAR VALLEY HUMANE SOCIETY,Transient non-community system,Ground water,Linn,CEDAR RAPIDS,33,6,1,10
IA4525202,CEDAR VALLEY KITCHEN,Transient non-community system,Ground water,Howard,ELMA,42,5,13,20
IA5815825,CEDARCREST GOLF & COUNTRY CLUB,Transient non-community system,Ground water,Louisa,COLUMBUS JUNCTION,146,7,19,9
IA5315967,CENTRAL PARK - JONES CONSERVATION,Transient non-community system,Ground water,Jones,CENTER JUNCTION,260,9,24,16
IA5285206,CENTRAL STATE BANK,Transient non-community system,Ground water,Johnson,SWISHER,36,8,2,19
IA0690303,CENTRAL STATE BANK,Transient non-community system,Ground water,Benton,WALFORD,36,6,12,10
IA9525101,CHRISTENSEN FARMS MIDWEST LLC,Transient non-community system,Ground water,Winnebago,FOREST CITY,25,4,0,15
IA5059401,CHRISTIAN CONFERENCE CENTER,Transient non-community system,Ground water,Jasper,NEWTON,146,6,15,7
IA1509801,CHURCH OF JESUS CHRIST OF LDS (ATLANTIC),Transient non-community system,Ground water,Cass,ATLANTIC,80,6,26,5
IA3544802,CHURCH OF JESUS CHRIST OF LDS (HAMPTON),Transient non-community system,Ground water,Franklin,HAMPTON,50,5,5,7
IA2817755,CLAIR-VIEW ACRES WATER,Transient non-community system,Ground water,Delaware,DELHI,56,6,32,23
IA7038402,CLARKS FERRY,Transient non-community system,Ground water,Muscatine,MUSCATINE,52,8,23,10
IA9905872,CLARMOND COUNTRY CLUB,Transient non-community system,Ground water,Wright,BELMOND,35,8,30,22
IA2223905,CLAYTON CO LAW ENFORCEMENT CENTER,Transient non-community system,Ground water,Clayton,ELKADER,30,6,4,6
IA2234441,CLAYTON HILLS CAMPGROUND,Transient non-community system,Ground water,Clayton,GARNAVILLO,25,9,28,8
IA0929200,CLIFFS PLACE INC,Transient non-community system,Ground water,Bremer,PLAINFIELD,51,8,126,28
IA5252719,CLUB 76 INC,Transient non-community system,Ground water,Johnson,NORTH LIBERTY,53,6,43,25
IA1509901,COCKLIN FISH FARM,Transient non-community system,Ground water,Cass,GRISWOLD,65,6,1,3
IA4033801,COMMUNITY CHURCH OF KAMRAR,Transient non-community system,Ground water,Hamilton,KAMRAR,167,5,5,21
IA5221207,COMMUNITY COUNTRY STORE,Transient non-community system,Ground water,Johnson,KALONA,49,5,22,15
IA5221209,COMMUNITY COUNTRY STORE ANNEX,Transient non-community system,Ground water,Johnson,KALONA,36,4,4,8
IA9433203,COMMUNITY ORCHARD,Transient non-community system,Ground water,Webster,FORT DODGE,154,7,1,23
IA5225201,CORALVILLE LAKE MARINA,Transient non-community system,Ground water,Johnson,IOWA CITY,50,5,21,24
IA5225413,CORALVILLE LAKE-AD BLDG,Transient non-community system,Ground water,Johnson,IOWA CITY,275,6,13,25
IA5225499,CORALVILLE LAKE-SANDY BEACH,Transient non-community system,Ground water,Johnson,IOWA CITY,147,6,5,24
IA5225498,CORALVILLE LAKE-SUGAR BOTTOM,Transient non-community system,Ground water,Johnson,IOWA CITY,689,6,4,24
IA5225411,CORALVILLE LAKE-WEST OVERLOOK,Transient non-community system,Ground water,Johnson,IOWA CITY,861,7,19,24
